name,link,desc,chef,prepTime,cooktime,total,ingredients,instructions,rating,num_of_reviews,calories,servings,fat,carb,protein,cholesterol,sodium
One Bowl Chocolate Cake III,http://allrecipes.com/recipe/17981/one-bowl-chocolate-cake-iii/,"""This is a rich and moist chocolate cake. It only takes a few minutes to prepare the batter. Frost with your favorite chocolate frosting.""",shirleyo,20 m,30 m,1 h,,"Preheat oven to 350 degrees F (175 degrees C). Grease and flour two nine inch round pans.
In a large bowl, stir together the sugar, flour, cocoa, baking powder, baking soda and salt. Add the eggs, milk, oil and vanilla, mix for 2 minutes on medium speed of mixer. Stir in the boiling water last. Batter will be thin. Pour evenly into the prepared pans.
Bake 30 to 35 minutes in the preheated oven, until the cake tests done with a toothpick. Cool in the pans for 10 minutes, then remove to a wire rack to cool completely.",4.69353771209717,2480,157 ,24 servings (2 - 9 inch round cake layers),5.7,25.7,2.3,16,217
Rhubarb Spice Cake with Lemon Sauce,http://allrecipes.com/recipe/25628/rhubarb-spice-cake-with-lemon-sauce/,"""My mother got this recipe back in the 1950's from the minister's wife. It's been a family favorite ever since--even for those who claim to dislike rhubarb.""",PRICKLY PEAR,30 m,50 m,1 h 50 m,,"Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13-inch pan.
Sift together the flour, baking powder, salt, cinnamon, nutmeg and cloves. Set aside.
In a large bowl, cream together 2 tablespoons butter and 1 cup sugar until light and fluffy. Beat in the egg.  Beat in the flour mixture alternately with the milk, mixing just until incorporated. Stir in the chopped rhubarb. Pour batter into prepared pan.
Bake in the preheated oven until a toothpick inserted into the center of the cake comes out clean, 45 to 50 minutes. Allow to cool before slicing.
To make the Lemon Sauce:  In a saucepan, mix together 2 cups sugar and 4 tablespoons cornstarch. Stir in the water. Cook over medium heat, stirring constantly, until mixture is thickened. Remove from heat and stir in 4 tablespoons butter, lemon zest, lemon juice, and extract (if desired). Stir in 1 or 2 drops yellow food coloring, if using.
Serve slices of cake with the warm lemon sauce.",4.42857122421265,16,351 ,12 servings (1 9x13-inch pan),6.8,70.8,3.5,32,340
Red Velvet Cake,http://allrecipes.com/recipe/9295/red-velvet-cake/,"""A family favorite--great for the Christmas holiday.""",Eleanor Johnson,25 m,30 m,2 h 25 m,"3391, 3392, 3393, 3394, 3395","Preheat oven to 350 degrees F (175 degrees C). Grease two 9-inch round pans.
Beat shortening and 1 1/2 cups sugar until very light and fluffy. Add eggs and beat well.
Make a paste of cocoa and red food coloring; add to creamed mixture. Mix salt, 1 teaspoon vanilla, and buttermilk together. Add the flour to the batter, alternating with the buttermilk mixture, mixing just until incorporated. Mix soda and vinegar and gently fold into cake batter. Don't beat or stir the batter after this point.
Pour batter into prepared pans. Bake in preheated oven until a tester inserted into the cake comes out clean, about 30 minutes. Cool cakes completely on wire rack.
To Make Icing: Cook 5 tablespoons flour and milk over low heat till thick, stirring constantly.  Let cool completely! While mixture is cooling, beat 1 cup sugar, butter, and 1 teaspoon vanilla until light and fluffy. Add cooled flour mixture and beat until frosting is a good spreading consistency. Frost cake layers when completely cool.",3.94805192947388,453,513 ,12 servings (1 9-inch layer cake),25.7,66.6,5.8,74,502
Butter Flaky Pie Crust,http://allrecipes.com/recipe/24094/butter-flaky-pie-crust/,"""Butter makes this buttery flaky recipe the perfect crust for your pie!""",Dana,15 m
Banana Cream Pie I,http://allrecipes.com/recipe/12151/banana-cream-pie-i/,"""Banana Cream Pie is one of the yummiest things on earth and this is a great one.""",Ruby Pfeffer,30 m,12 m,1 h 42 m,"3396, 3397, 3398","In a saucepan, combine the sugar, flour, and salt.  Add milk in gradually while stirring gently.  Cook over medium heat, stirring constantly, until the mixture is bubbly.  Keep stirring and cook for about 2 more minutes, and then remove from the burner.
Stir a small quantity of the hot mixture into the beaten egg yolks, and immediately add egg yolk mixture to the rest of the hot mixture.  Cook for 2 more minutes; remember to keep stirring.  Remove the mixture from the stove, and add butter and vanilla.  Stir until the whole thing has a smooth consistency.
Slice bananas into the cooled baked pastry shell.  Top with pudding mixture.
Bake at 350 degrees F (175 degrees C) for 12 to 15 minutes.  Chill for an hour.",4.45488739013672,1103,303 ,8 servings (1 9-inch pie),11.1,47.2,4.9,89,224
Orange Meringue Pie,http://allrecipes.com/recipe/165149/orange-meringue-pie/,"""A nice change from lemon meringue. A unique flavor.""",jowolf2,20 m,30 m,1 h 50 m,"3399, 3400, 3401, 3402, 3403","Preheat oven to 400 degrees F (205 degrees C). Line pastry with aluminum foil and a layer of pie weights or dried beans.  Bake in the preheated oven until edge of crust is golden, about 10 minutes. Carefully remove the foil and weights; bake about 5 minutes more.
In a small saucepan, stir together the 3/4 cup sugar, 1/3 cup cornstarch, and salt. Mix in the orange juice, lemon juice, and water. Whisk in the egg yolks. Cook over medium heat, stirring frequently, until thick and bubbly, about 5 minutes. Remove from heat, and stir in butter and orange zest. If desired; stir in diced orange segments. Pour into prepared pie crust, cover with plastic wrap, and set aside to cool.
When pie filling has cooled to room temperature, preheat oven and prepare meringue. Preheat oven to 350 degrees F (175 degrees C). In a large glass or metal bowl, beat egg whites until foamy. Gradually add 1/2 cup sugar and cream of tartar, continuing to beat until stiff peaks form. Lift your beater or whisk straight up: the egg whites should form a sharp peak that holds its shape. Spread over pie, making sure the meringue completely covers the filling and meets the edges of the pie crust.
Bake in preheated oven until meringue topping is golden brown, about 15 minutes.",4.51282072067261,34,365 ,8 servings,15.8,52.6,5,108,194
Peanut Butter Pie,http://allrecipes.com/recipe/9174/peanut-butter-pie/,"""Peanut butter refrigerator pie, very easy to make. Originally submitted to ThanksgivingRecipe.com.""",Lisa G.
Mrs. Sigg's Fresh Pumpkin Pie,http://allrecipes.com/recipe/12089/mrs-siggs-fresh-pumpkin-pie/,"""Pass the whipped cream and enjoy the looks of sheer ecstasy on everyone's face!  Fresh pumpkin must be used in order for it to have the best flavor and texture. Believe me, fresh pumpkin is better than canned!!""",Beth Sigworth,20 m,1 h,14 h 40 m,"3404, 3405, 3406, 3407","Cut pumpkin in half and remove seeds. Place cut side down on a cookie sheet lined with lightly oiled aluminum foil. Bake at 325 degrees F (165 degrees C) for 30 to 40 minutes, or until the flesh is tender when poked with a fork. Cool until just warm. Scrape the pumpkin flesh from the peel. Either mash, or puree in small batches in a blender. Increase oven temperature to 450 degrees F (230 degrees C.)
In a large bowl, slightly beat eggs.  Add brown sugar, flour, salt, 2 cups of the pumpkin puree, pumpkin pie spice, and evaporated milk.  Stir well after each addition.
Pour mixture into the unbaked pastry shell.  Place a strip of aluminum foil around the edge of the crust to prevent over browning.
Bake 10 minutes at 450 degrees F (230 degrees C), then reduce the oven temperature to 350 degrees F (175 degrees C).  Bake an additional 40 to 50 minutes, or until a toothpick inserted near the center comes out clean.   Remove the strip of foil about 20 minutes before the pie is done so that the edge of the crust will be a light golden brown.  Cool pie, and refrigerate overnight for best flavor.",4.80463075637817,557,423 ,8 servings (1 - 9 inch pie),12.8,72.7,10.9,60,342
No Bake Peanut Butter Pie,http://allrecipes.com/recipe/12181/no-bake-peanut-butter-pie/,"""Creamy and delicious--melts in your mouth. This pie is a real crowd-pleaser and it can be made with reduced-fat ingredients.""",MEGAN5,20 m
Libby's® Famous Pumpkin Pie,http://allrecipes.com/recipe/22755/libbys-famous-pumpkin-pie/,"""Whether you're hosting a festive party or a casual get-together with friends, our Famous Pumpkin Pie will make entertaining easy!""",Nestle Toll House,10 m,1 h,1 h 10 m,"3408, 3409","Preheat oven to 425 degrees F.
Combine sugar, salt, cinnamon, ginger and cloves in small bowl. Beat eggs lightly in large bowl. Stir in pumpkin and sugar-spice mixture. Gradually stir in evaporated milk. Pour into pie shell.
Bake for 15 minutes. Reduce temperature to 350 degrees F.; bake for 40 to 50 minutes or until knife inserted near center comes out clean. Cool on wire rack for 2 hours. Serve immediately or refrigerate. (Do not freeze as this will cause the crust to separate from the filling.)",4.7964015007019,719,283 ,8 servings (1 - 9 inch deep dish pie),12.1,38.7,6.4,59,357
Blueberry Pie,http://allrecipes.com/recipe/12196/blueberry-pie/,"""This is the best when made with fresh picked blueberries! It is a beautiful sight with a lattice top.""",ASHESP,15 m,50 m,1 h 5 m,3410,"Preheat oven to 425 degrees F (220 degrees C).
Mix sugar, cornstarch, salt, and cinnamon, and sprinkle over blueberries.
Line pie dish with one pie crust.  Pour berry mixture into the crust, and dot with butter.  Cut remaining pastry into 1/2 - 3/4 inch wide strips, and make lattice top.  Crimp and flute edges.
Bake pie on lower shelf of oven for about 50 minutes, or until crust is golden brown.",4.58209896087646,1239,366 ,8 servings (1 pie),16.6,52.6,3.3,4,318
No Fail Bean Pie,http://allrecipes.com/recipe/216354/no-fail-bean-pie/,"""This is a traditional Muslim bean pie that most people have never had and even more have never made.  Made with navy beans, it is surprisingly a wonderful dessert. Once you've had it, you'll love making it.  There are only a few recipes for this pie and it took me years of tweaking other recipes to come up with one that actually makes an edible bean pie. This recipe you can trust to make an awesome dessert.""",Imam Qadriyyah S. Mabel-Doroth,30 m,50 m,2 h 20 m,"3411, 3412, 3413, 3414, 3415","Preheat oven to 450 degrees F (230 degrees C). Place pie crusts into 9-inch pie dishes.
In a food processor, place the navy beans, evaporated milk, melted butter, cinnamon, nutmeg, flour, sugar, vanilla extract, eggs, and egg yolks; pulse the mixture a few times, then process until smooth, about 1 minute. Pour the filling into the prepared pie crusts.
Bake at 450 degrees F (230 degrees C) for 15 minutes, then reduce heat to 350 degrees F (175 degrees C) and bake until the filling is set and the crust is golden brown, an additional 35 minutes. Cool before slicing. Eat warm or cold. Refrigerate leftovers.",4.7619047164917,75,539 ,12 servings (1 9-inch pie),22,75.2,11.2,95,585
Ruth's Grandma's Pie Crust,http://allrecipes.com/recipe/15995/ruths-grandmas-pie-crust/,"""This recipe is over 100 years old. My sister-in-law's grandmother said it was a no-fail recipe. It's the best I ever had.""",barbara castodio,10 m
Brown Family's Favorite Pumpkin Pie,http://allrecipes.com/recipe/12504/brown-familys-favorite-pumpkin-pie/,"""This pumpkin pie has a walnut streusel topping that is optional. Serve with whipped topping or ice cream.""",Cindy B.,30 m,1 h,1 h 30 m,"3416, 3417, 3418, 3419","Preheat the oven to 425 degrees F (220 degrees C).
In a large bowl, mix together the pumpkin, sweetened condensed milk, and egg yolks. Stir in 1 teaspoon cinnamon, ginger, nutmeg, and salt. In a large glass or metal bowl, whip egg whites until soft peaks form. Gently fold into pumpkin mixture. Pour filling into pie shell.
Bake for 15 minutes in the preheated oven. While the pie is baking, prepare the streusel topping: In a small bowl, combine the flour, brown sugar, and 1 teaspoon cinnamon. Blend in the cold butter with a fork or pastry blender until the mixture is crumbly. Mix in the chopped nuts. Sprinkle the topping over the pie.
Reduce the heat to 350 degrees F (175 degrees C). Bake an additional 40 minutes, or until set.",4.68484306335449,837,463 ,8 servings (1 - 9 inch pie),25.5,52.3,9.9,76,491
Caramel Pecan Pie,http://allrecipes.com/recipe/24090/caramel-pecan-pie/,"""Buttery, nutty, and a touch of caramel, this is a very yummy pie! Full of flavor! Serve hot or cold, with a good size dollop of whipped topping or vanilla ice cream.""",CORWYNN DARKHOLME,30 m,50 m,1 h 20 m,"3420, 3421","Preheat oven to 350 degrees F (175 degrees C.) In a saucepan over low heat, combine caramels, butter and milk. Cook, stirring frequently, until smooth. Remove from heat and set aside.
In a large bowl, combine sugar, eggs, vanilla and salt. Gradually mix in the melted caramel mixture. Stir in pecans. Pour filling into unbaked pie crust.
Bake in the preheated oven for 45 to 50 minutes, or until pastry is golden brown. Allow to cool until filling is firm.",4.72627258300781,586,535 ,8 servings (1 9-inch pie),28.6,66.4,7.4,89,371
