name,link,desc,chef,prepTime,cooktime,total,ingredients,instructions,rating,num_of_reviews,calories,servings,fat,carb,protein,cholesterol,sodium,image
Aloo Gobi Methi Tuk,https://www.tarladalal.com/Aloo-Gobi-Methi-Tuk-4357r,"Tongue-tickler to the core, the Aloo Gobi Methi Tuk is a tasty subzi featuring deep-fried veggies perked up with a traditional tempering and fenugreek leaves. Deep-frying the potato wedges with the peels on, gives it a rustic flavour that you will thoroughly enjoy. Fenugreek and chaat masala, on the other hand, work perfectly with subtly flavoured veggies like potatoes and cauliflower. The combo raises this subzi to a very high rank on the flavour scale.",Tarla Dalal,15 mins,20 mins,35 mins ,"39405, 39363, 39406, 38822, 38901, 38873, 39407, 39408, 1269, 38890","Heat the oil for deep-frying in a deep non-stick pan and fry the potatoes till they turn golden brown in colour from all the sides. Drain on an absorbent paper. Keep aside.
Deep-fry the cauliflower till they turn golden brown in colour from all the sides. Drain on an absorbent paper. Keep aside.
Heat the oil in a broad non-stick pan, add the cumin seeds and asafoetida and sauté on a medium flame for a few seconds.
When the seeds crackle, add the ginger-green chilli paste and sauté on a medium flame for a few seconds.
Add the fenugreek leaves and sauté on a medium flame for 2 minutes.
Add the fried potato and cauliflower pieces, chaat masala and salt, mix well and cook on a medium flame for 2 minutes, while stirring occasionally.
Serve hot.",5,4,341 cal,2 servings (2 serving ),22.9 g,30.5 g,3.6 g,0 mg,44 mg,https://www.tarladalal.com/members/9306/big/big_aloo_gobi_methi_tuk-9892.jpg?size=696X905
Aloo ki Sukhi Subzi,https://www.tarladalal.com/Aloo-ki-Sukhi-Subzi-40784r,"When you need something quick and easy to serve with your rotis or puris , there is no better choice than this homely Aloo ki Sukhi Subzi. If you have got boiled potatoes on hand, it won’t take you more than five minutes to conjure up this ever-popular potato subzi. It is easy-to-prepare and makes use of everyday ingredients, but this dish has a magical and universal appeal. It is sure to be loved by all! Some sliced onions and Nimbu Ka Achaar makes a fitting accompaniment to Aloo ki Sukhi Subzi with puris or rotis.",Tarla Dalal,15 mins,3 mins,18 mins ,"39335, 38822, 38901, 39409, 38855, 38856, 39410, 39411, 39412, 1269, 38861","Heat the oil in a deep non-stick pan, add the cumin seeds and curry leaves and sauté on a medium flame for 30 seconds.
Add all the remaining ingredients, mix well and cook on a medium flame for 2 minutes, while stirring occasionally.
Serve hot.",4,4,194 cal,3 servings,5.2 g,34.8 g,2.2 g,0 mg,15.1 mg,https://www.tarladalal.com/members/9306/big/big_aloo_ki_sukhi_subzi-11259.jpg?size=696X905
Aloo Kand Chaat ( Microwave Recipe),https://www.tarladalal.com/Aloo-Kand-Chaat-(-Microwave-Recipe)-4924r,Potato and yam cubes tossed in a chatpata masala make a tongue-tickling starter. Adding a teaspoon of water while cooking the potatoes and yam helps to prevent the vegetables from dehydrating in the microwave.,Tarla Dalal,10 mins,6 mins,16 mins ,"39413, 39414, 5122, 38995, 38846, 39415, 38894, 39416, 39417, 38950, 39418, 1269","Combine the potatoes, kand and butter in a bowl, add 1teaspoon of water and mix well and microwave on high for 6 minutes, stirring once in between after 3 minutes.
Add the onions, coriander, mint and the mixed masala and mix well.",NULL,NULL,95 cal,4 servings,0.7 g,20.7 g,1.5 g,0 mg,15.6 mg,https://www.tarladalal.com/members/9306/big/big_aloo_kand_chaat_(_microwave_recipe)-7035.jpg?size=500X650
Aloo Khaas,https://www.tarladalal.com/Aloo-Khaas-30960r,"A truly spectacular marriage of spices creates this delightful dry potato subzi. Using potato roundels and spices like cumin seeds, aniseed, nigella seeds, fenugreek seeds and chaat masala, this dish is a treat for your taste buds. The Kashmiri red chillies add the required spark of colour to the dish.",Tarla Dalal,10 mins,14 mins,24 mins ,"39419, 39420, 38848, 39421, 38864, 38930, 39422, 39423, 38948, 38855, 1269, 39303, 39424","Heat the ghee in a deep non-stick kadhai, add the cumin seeds, aniseeds, nigella seeds, fenugreek seeds and red chillies
When the seeds crackle, add the ginger-garlic paste and sauté on a medium flame for a few seconds.
Add the onions and sauté on a medium flame for 5 minutes.
Add the turmeric powder, potatoes and salt, mix well and cover with a lid and cook on a slow flame for 8 minutes or till the potatoes are cooked, while stirring occasionally.
Add the chaat masala and mix well.
Serve immediately garnished with coriander.",4,5,169 cal,3 servings (3 serving ),13.1 g,12 g,0.9 g,0 mg,5.7 mg,https://www.tarladalal.com/members/9306/big/big_aloo_khaas-10275.jpg?size=696X905
"Aloo Lajawab, Mughlai Aloo Lajawab Recipe",https://www.tarladalal.com/Aloo-Lajawab-Mughlai-Aloo-Lajawab-Recipe-30955r,"A richly-flavoured potato dish from the Mughlai repertoire, Aloo Lajawab is prepared in the typical opulent style of the Nawabs, with lots of dairy products and cashews too. Cashews are used not just in the paste but also halved and added along with the potatoes to add a lovely crunch to the dish. While the milk, curds and cashew paste contribute a creamy mouth-feel and luscious texture to the Aloo Lajawab, the caraway seeds and spice powders give it an enchanting aroma and tongue-tickling flavour, which will surely make you lick your fingers clean, and yearn for one more helping of this delicious Main Course .",Tarla Dalal,15 mins,25 mins,40 mins ,"39425, 38890, 39175, 39177, 38902, 39426, 38855, 39021, 38856, 39427, 1354, 1269, 39428, 39429, 39003, 38909","Heat the oil in a deep non-stick kadhai and deep-fry the potatoes in 2 batches, till they turn golden brown in colour form all the sides. Drain on an absorbent paper and keep aside.
Heat the ghee in a deep non-stick kadhai and add the caraway seeds.
When the seeds crackle, add the onions and sauté on a medium flame for 1 to 2 minutes.
Add the cashewnut halves, turmeric powder, garam masala, chilli powder and cashew paste and sauté on a medium flame for 1 to 2 minutes.
Lower the flame, add the curds, milk, ½ cup of water and salt, mix well and cook on a slow flame for 2 to 3 minutes, while stirring occasionally.
Add the deep-fried potatoes, mix gently and cook on a slow flame for 2 to 3 minutes, while stirring occasionally.
Serve hot garnished with coriander.",5,2,478 cal,3 servings (3 serving ),37.2 g,24.5 g,8.8 g,0 mg,17.1 mg,https://www.tarladalal.com/members/9306/big/big_aloo_laajawaab-10873.jpg?size=696X905
Aloo Gobhi Pulao ( Pressure Cooker ),https://www.tarladalal.com/Aloo-Gobhi-Pulao-(-Pressure-Cooker-)-33365r,"Aloo gobhi pulao, we have tweaked the common aloo gobhi recipe, to enhance it into a complete meal. Bite- sized cauliflower florets and potatoes are combined with rice and cooked together in the pressure cooker.",Tarla Dalal,10 mins,20 mins,30 mins ,"39430, 39363, 39431, 39175, 39365, 39432, 39433, 38949, 38856, 1269, 39434","Heat the ghee in a pressure cooker, add the cinnamon, cloves and bayleaves and sauté on a medium flame for a few seconds.
Add the rice and sauté on a medium flame for 1 to 2 minutes.
Add the, cauliflower, potatoes, rice, turmeric powder, chilli powder and salt and sauté on a medium flame for 1 minute.
Add 3½ cups of hot water, mix well and pressure cook for 2 whistles.
Allow the steam to escape before opening the lid.
Serve hot garnished with papad.",5,3,303 cal,4 servings (4 serving ),6.9 g,55.1 g,5.1 g,0 mg,11.7 mg,https://www.tarladalal.com/members/9306/big/big_aloo_gobhi_pulao_(_pressure_cooker_)-11243.jpg?size=696X905
"Aloo Gobi Ke Parathe, Aloo Cauliflower Paratha Recipe",https://www.tarladalal.com/Aloo-Gobi-Ke-Parathe-Aloo-Cauliflower-Paratha-Recipe-30913r,"Everyone loves the traditional aloo ka Paratha and a lot of us thoroughly enjoy the occasional Gobi ka Paratha. The Punjabis in their ingenious way have invented this delectable combination that everyone can enjoy. Boiled and mashed aloo and Gobi are combined with the essential Punjabi masalas to create this wonderful Punjabi Paratha. Using whole wheat flour instead of plain flour or Maida makes this Parathas healthy and tasty. Only a little oil has been used to cook the Parathas but for those of you who want experience Punjabi food in all its glory, adding a dollop of ghee or fresh home-made butter would be a great option!",Tarla Dalal,10 mins,20 mins,30 mins ,"39435, 39436, 38849, 38848, 39437, 39327, 38949, 38907, 1269, 39046, 38823, 1269, 39438, 39048, 39357, 39439, 39440","Heat the oil in a broad non-stick pan and add the cumin seeds.
When the seeds crackle, add the ginger-green chilli paste and cauliflower and sauté on a medium flame for 2 to 3 minutes.
Add the coriander powder, turmeric powder, chaat masala and salt, mix well and cook on a medium flame for 1 minute, while stirring occasionally.
Add the potatoes, mix well and cook on a medium flame for 1 minute, while stirring occasionally. Keep aside to cool slightly.
Combine all the ingredients in a deep bowl and knead into a soft dough using enough water.
Add oil to the dough and knead well.
Divide the dough into 6 equal portions and keep aside.
Divide the aloo gobi stuffing into 6 equal portions and keep aside.
Roll a portion of the dough into a 100 mm. (4"") diameter circle using a little whole wheat flour for rolling.
Place one portion of the aloo gobi stuffing in the centre, bring together all the sides in the centre and seal it tightly.
Roll out again into a 125 mm. (5"") diameter circle using a little whole wheat flour.
Heat a non-stick tava (griddle) and cook the paratha on a medium flame, using a little oil, till golden brown spots appear on both the sides.
Repeat steps 2 to 5 to make 5 more parathas.
Serve hot with pickle and curds.",5,2,232 cal,6 parathas.,15.5 g,20.3 g,2.9 g,0 mg,10.4 mg,https://www.tarladalal.com/members/9306/big/big_aloo_gobi_ke_parathe-10913.jpg?size=696X905
"Aloo Kulcha, Amritsari Potato Kulcha",https://www.tarladalal.com/Aloo-Kulcha-Amritsari-Potato-Kulcha-42052r,"Aloo Kulcha is a delicious, flavour-packed Indian bread , which is stuffed with a tasty, mildly-tangy potato mixture. A sprinkling of black sesame seeds and chopped coriander on the rolled dough boosts the aroma and flavour of the Aloo Kulcha manifold. When cooked on the tava, these ingredients get toasted and give out an awesome aroma. Make sure to brush the kulchas with a little butter before serving, to make the taste even richer! You can serve the Aloo Kulchas with Paneer Pasanda or Punjabi Chole .",Tarla Dalal,15 mins,20 mins,35 mins ,"39441, 39442, 38861, 39443, 1269, 39444, 39445, 38982, 39446, 1269, 38823, 39356, 39447, 39448, 39449","Combine the yeast, sugar and 5 tbsp of lukewarm water in a bowl and mix well. Cover it with a lid and keep aside for 10 minutes.
Combine the plain flour, yeast-sugar mixture, curds and salt and in a deep bowl and knead into a soft dough, using enough water.
Cover the dough with a lid or damp muslin cloth and keep aside in a warm place for 45 minutes.
Add the oil and knead very well. Keep aside.
Divide the stuffing into 6 equal portions. Keep aside.
Divide the dough into 6 equal portions.
Press a portion of the dough flat on a rolling board and roll into a 125 mm. (5”) diameter circle using a little plain flour for rolling.
Place a portion of the stuffing in the centre and press it lightly.
Bring together all the sides in the centre and seal tightly.
Roll again into a circle of 150 mm. (6”) diameter circle with a little plain flour for rolling.
Sprinkle ½ tsp of black sesame seeds and 1 tsp of coriander evenly over it and roll again into 200 mm. (8”) diameter circle using a little plain flour for rolling.
Repeat steps 3 to 7 to roll 5 more kulchas.
Heat a non-stick tava (griddle) and place a kulcha over it with the black sesame seed-coriander side facing downwards.
Cook it on one side till it puffs slightly and then turn over.
Cook it on the other side till it puffs a little and then roast it on an open flame till it turns golden brown from both the sides.
Repeat the steps 9 to 11 to cook 5 more kulchas.
Brush each kulcha with a little butter and serve immediately.",5,2,221 cal,6 kulchas,6 g,36.3 g,5 g,13.3 mg,50.6 mg,"https://www.tarladalal.com/members/9306/big/big_aloo_kulcha,_amritsari_potato_kulcha-13300.jpg?size=696X905"
Aloo Gobi Ka Pulao,https://www.tarladalal.com/Aloo-Gobi-Ka-Pulao-4758r,"Soft potatoes and cauliflower florets are sautéed with cinnamon, dry ginger and turmeric and other spices and then pressure-cooked with rice for a tasty one-dish dinner. Served hot garnished with mint springs for a comforting dinner.",Tarla Dalal,10 mins.,20 mins.,30 mins ,"39450, 39451, 39363, 39452, 39432, 39453, 39454, 39455, 38856, 39021, 38849, 1269, 39456","Clean, wash and soak the rice for approx. 15 minutes. Drain and keep aside.
Heat the oil in a pressure cooker and add the bay leaves, cloves and cinnamon.
When they crackle, add the turmeric powder, dry ginger powder, chilli powder, garam masala powder, potatoes and cauliflower.
Sauté for 2 minutes and then add the rice.
Sauté for 2 more minutes, add 3 cups of hot water and salt and pressure cook for 1 whistle.
Allow the steam to escape before opening. Separate each grain of rice very lightly with a fork.
Garnish with the mint springs and serve hot.",4,1,97 cal,Serves 4.,7.6 g,6.3 g,0.9 g,0 mg,12.3 mg,https://www.tarladalal.com/members/9306/images/aloo-gobi-ka-pulao-1106.jpg?size=300X350
"Aloo Mutter Korma, Punjabi Aloo Matar Korma",https://www.tarladalal.com/Aloo-Mutter-Korma-Punjabi-Aloo-Matar-Korma-22201r,"Potato and green peas is an evergreen combination, which works effectively in varied dishes, ranging from salads and sandwiches to kormas and subzis . The contrasting textures and complementary flavours of the two vegetables have a very fulfilling effect on the taste buds, and this is proved once again in this recipe. The Aloo Mutter Korma is a delicious dish that combines potatoes and green peas with a range of flavour givers like tomatoes, onions, spice powders and pastes. A dash of garam masala adds josh to the korma making it a great hit with everybody. Enjoy other potato based dishes like the Bhojpuri Aloo and the Aloo Matar Tariwale .",Tarla Dalal,15 mins,14 mins,29 mins ,"39219, 39457, 38822, 38848, 39361, 39458, 39459, 2581, 38949, 38856, 38858, 39418, 1269, 39460","Heat the oil in a deep non-stick pan, add the cumin seeds and sauté on a medium flame for a few seconds.
Add the onions and sauté on medium flame for 1 minute.
Add the ginger-green chilli paste, garlic paste and sauté on a medium flame for a few seconds.
Add the tomatoes, mix well and cook on medium flame for 8 minutes ,while stirring occasionally.
Add the turmeric powder, chilli powder, garam masala, sugar, salt and ¼ cup of water, mix well and cook medium flame for 2 minutes, while stirring occasionally.
Add the green peas, potatoes and ¼ cup of water, mix gently and cook on medium flame for 2 minutes, while stirring occasionally.
Serve hot garnished with coriander.",4,6,99 cal,4 serving,3.9 g,13.1 g,2.8 g,0 mg,10.3 mg,"https://www.tarladalal.com/members/9306/big/big_aloo_mutter_korma,_punjabi_aloo_matar_korma-12807.jpg?size=696X905"
